Urdu Word,English Translation,Description,Tokenized Urdu Word,Character Length,Level
ناقابل قبول,unapproachable,inaccessibly located or situated,ن ا ق ا ب ل   ق ب و ل,11,Hard
کے بارے میں,about,on the move,ک ے   ب ا ر ے   م ی ں,11,Hard
خبردار کرنا,hands-off,not involving participation or intervention,خ ب ر د ا ر   ک ر ن ا,11,Hard
موافقت پذیر,adaptational,of or relating to adaptation,م و ا ف ق ت   پ ذ ی ر,11,Hard
غیر اعلانیہ,unaddicted,not addicted,غ ی ر   ا ع ل ا ن ی ہ,11,Hard
خود سے خطاب,self-addressed,addressed to yourself,خ و د   س ے   خ ط ا ب,11,Hard
agglutinate,agglutinate,united as if by glue,a g g l u t i n a t e,11,Hard
نان ایڈیسیو,nonadhesive,not tending to adhere,ن ا ن   ا ی ڈ ی س ی و,11,Hard
نونگلوٹینوس,nonglutinous,not resembling glue in texture,ن و ن گ ل و ٹ ی ن و س,11,Hard
اختلاف رائے,dissentient,"disagreeing, especially with a majority",ا خ ت ل ا ف   ر ا ئ ے,11,Hard
agoraphobic,algophobic,suffering from algophobia; abnormally afraid of pain,a g o r a p h o b i c,11,Hard
ارگس آنکھوں,argus-eyed,carefully observant or attentive; on the lookout for possible danger,ا ر گ س   آ ن ک ھ و ں,11,Hard
ملٹی ویلینٹ,multivalent,"having many values, meanings, or appeals",م ل ٹ ی   و ی ل ی ن ٹ,11,Hard
ہاتھ سے منہ,hand-to-mouth,providing only bare essentials,ہ ا ت ھ   س ے   م ن ہ,11,Hard
ہارڈ سکریبل,hardscrabble,barely satisfying a lower standard,ہ ا ر ڈ   س ک ر ی ب ل,11,Hard
غیر اعلانیہ,unanimated,not animated or enlivened; dull,غ ی ر   ا ع ل ا ن ی ہ,11,Hard
زمینی جسموں,terrestrial,operating or living or growing on land,ز م ی ن ی   ج س م و ں,11,Hard
مذکورہ بالا,above-mentioned,mentioned or named earlier in the same text,م ذ ک و ر ہ   ب ا ل ا,11,Hard
ناقابل قبول,unappealable,not subject to appeal,ن ا ق ا ب ل   ق ب و ل,11,Hard
بھوک لگی ہے,appetizing,appealing to or stimulating the appetite especially in appearance or aroma,ب ھ و ک   ل گ ی   ہ ے,11,Hard
جیب سے باہر,out-of-pocket,calling for the spending of cash,ج ی ب   س ے   ب ا ہ ر,11,Hard
قابل اعتبار,arbitrable,appropriate for or subject to settlement by arbitration,ق ا ب ل   ا ع ت ب ا ر,11,Hard
غیر اعلانیہ,noncolumned,not having columns,غ ی ر   ا ع ل ا ن ی ہ,11,Hard
عسکریت پسند,militarized,issued military arms,ع س ک ر ی ت   پ س ن د,11,Hard
بونی چڑھایا,bony-plated,covered with bony plates,ب و ن ی   چ ڑ ھ ا ی ا,11,Hard
برسٹل لائیک,bristlelike,resembling a bristle,ب ر س ٹ ل   ل ا ئ ی ک,11,Hard
بازو کی طرح,armlike,resembling an arm,ب ا ز و   ک ی   ط ر ح,11,Hard
عدم استحکام,nonassociative,not associative,ع د م   ا س ت ح ک ا م,11,Hard
اس میں شامل,involved,emotionally involved,ا س   م ی ں   ش ا م ل,11,Hard
اندام نہانی,vagile,having freedom to move about,ا ن د ا م   ن ہ ا ن ی,11,Hard
قابل اعتبار,ascribable,capable of being assigned or credited to,ق ا ب ل   ا ع ت ب ا ر,11,Hard
خود اداکاری,self-acting,designed to activate or move or regulate itself,خ و د   ا د ا ک ا ر ی,11,Hard
قرض کے قابل,lendable,available for lending,ق ر ض   ک ے   ق ا ب ل,11,Hard
دستیاب نہیں,unavailable,not available or accessible or at hand,د س ت ی ا ب   ن ہ ی ں,11,Hard
گھاس کی طرح,grasslike,resembling grass,گ ھ ا س   ک ی   ط ر ح,11,Hard
پلکریٹوڈینس,pulchritudinous,used of persons only; having great physical beauty,پ ل ک ر ی ٹ و ڈ ی ن س,11,Hard
بیمار حقدار,ill-favored,usually used of a face,ب ی م ا ر   ح ق د ا ر,11,Hard
بیلٹ کھلایا,belt-fed,using belted ammunition,ب ی ل ٹ   ک ھ ل ا ی ا,11,Hard
کثیر الجہتی,multipartite,involving more than two parties,ک ث ی ر   ا ل ج ہ ت ی,11,Hard
زنجیروں میں,chained,bound with chains,ز ن ج ی ر و ں   م ی ں,11,Hard
بوتل کھلایا,bottle-fed,(of an infant) given milk from a bottle,ب و ت ل   ک ھ ل ا ی ا,11,Hard
گھماؤ پھراؤ,jarring,making or causing a harsh and irritating sound,گ ھ م ا ؤ   پ ھ ر ا ؤ,11,Hard
غیر اعلانیہ,uncamphorated,not containing camphor,غ ی ر   ا ع ل ا ن ی ہ,11,Hard
غیر اعلانیہ,untended,lacking care and attention,غ ی ر   ا ع ل ا ن ی ہ,11,Hard
سب سے زیادہ,omnivorous,feeding on both plants and animals,س ب   س ے   ز ی ا د ہ,11,Hard
ملٹی اسٹیمڈ,multi-stemmed,having many stems,م ل ٹ ی   ا س ٹ ی م ڈ,11,Hard
شارٹ اسٹیمڈ,short-stemmed,having a short stem,ش ا ر ٹ   ا س ٹ ی م ڈ,11,Hard
وولی اسٹیمڈ,woolly-stemmed,having a woolly stem,و و ل ی   ا س ٹ ی م ڈ,11,Hard
ووڈی اسٹیمڈ,woody-stemmed,having a woody stem,و و ڈ ی   ا س ٹ ی م ڈ,11,Hard
مرکزی بنانا,centralizing,tending to draw to a central point,م ر ک ز ی   ب ن ا ن ا,11,Hard
خود اعتمادی,self-assured,showing poise and confidence in your own worth,خ و د   ا ع ت م ا د ی,11,Hard
فوری تبدیلی,quick-change,adept at changing from one thing to another especially changing costumes,ف و ر ی   ت ب د ی ل ی,11,Hard
غیر اعلانیہ,unadjusted,not altered to fit certain requirements,غ ی ر   ا ع ل ا ن ی ہ,11,Hard
پیرا فراسٹک,paraphrastic,altered by paraphrasing,پ ی ر ا   ف ر ا س ٹ ک,11,Hard
غیر جانبدار,neutral,having no net electric charge,غ ی ر   ج ا ن ب د ا ر,11,Hard
بلیو وایلیٹ,blue-violet,of violet tinted with blue,ب ل ی و   و ا ی ل ی ٹ,11,Hard
dull-purple,dull-purple,of a dull shade of purple,d u l l - p u r p l e,11,Hard
زمین کی طرح,earthlike,earth colored; of something having a color of soil or earth,ز م ی ن   ک ی   ط ر ح,11,Hard
بھوری بھوری,grey-brown,of brown tinged with grey,ب ھ و ر ی   ب ھ و ر ی,11,Hard
زیتون براؤن,olive-brown,of a brown color with a greenish tinge,ز ی ت و ن   ب ر ا ؤ ن,11,Hard
اورنج براؤن,orange-brown,of brown tinged with orange,ا و ر ن ج   ب ر ا ؤ ن,11,Hard
گلابی اورنج,pink-orange,of orange tinged with pink,گ ل ا ب ی   ا و ر ن ج,11,Hard
ارغوانی سرخ,purple-red,of red tinged with purple,ا ر غ و ا ن ی   س ر خ,11,Hard
بھوری بھوری,brown-grey,of grey tinged with brown,ب ھ و ر ی   ب ھ و ر ی,11,Hard
بو آ رہی ہے,hueless,of something totally lacking in saturation and therefore having no hue,ب و   آ   ر ہ ی   ہ ے,11,Hard
وایلیٹ بلیک,violet-black,of black tinged with violet,و ا ی ل ی ٹ   ب ل ی ک,11,Hard
سیاہ و سفید,black-and-white,not having or not capable of producing colors,س ی ا ہ   و   س ف ی د,11,Hard
دارچینی سرخ,cinnamon-red,red tinged with cinnamon,د ا ر چ ی ن ی   س ر خ,11,Hard
گوشت کا رنگ,flesh-colored,having a bright red or pinkish color,گ و ش ت   ک ا   ر ن گ,11,Hard
سونے کا رنگ,gold-colored,having the color of gold,س و ن ے   ک ا   ر ن گ,11,Hard
دھات کے رنگ,metal-colored,having a metallic color,د ھ ا ت   ک ے   ر ن گ,11,Hard
مسیح کی طرح,christlike,resembling or showing the spirit of Christ,م س ی ح   ک ی   ط ر ح,11,Hard
چھوٹی چھوٹی,buggy,infested with bugs,چ ھ و ٹ ی   چ ھ و ٹ ی,11,Hard
گھڑی کی سمت,clockwise,in the same direction as the rotating hands of a clock,گ ھ ڑ ی   ک ی   س م ت,11,Hard
شہر سے باہر,out-of-town,happening in or being of another town or city,ش ہ ر   س ے   ب ا ہ ر,11,Hard
ہاتھوں ہاتھ,hand-to-hand,being at close quarters,ہ ا ت ھ و ں   ہ ا ت ھ,11,Hard
اسکیل لائیک,scalelike,reduced to a small appressed thing that resembles a scale,ا س ک ی ل   ل ا ئ ی ک,11,Hard
ہٹا دیا گیا,removed,separated in relationship by a given degree of descent,ہ ٹ ا   د ی ا   گ ی ا,11,Hard
بادل کی طرح,cloudlike,resembling a cloud,ب ا د ل   ک ی   ط ر ح,11,Hard
ساحل کی طرح,coastwise,along or following a coast,س ا ح ل   ک ی   ط ر ح,11,Hard
سمندری حدود,seaward,directed or situated away from inland regions and toward the sea or coast,س م ن د ر ی   ح د و د,11,Hard
پریشان کرنا,irritating,causing physical discomfort,پ ر ی ش ا ن   ک ر ن ا,11,Hard
مطابقت پذیر,commensurate,corresponding in size or degree or extent,م ط ا ب ق ت   پ ذ ی ر,11,Hard
مطابقت پذیر,commensurable,capable of being measured by a common standard,م ط ا ب ق ت   پ ذ ی ر,11,Hard
فرقہ وارانہ,communal,for or by a group rather than individuals; - Paul Roche,ف ر ق ہ   و ا ر ا ن ہ,11,Hard
مطابقت پذیر,compatible,able to exist and perform in harmonious or agreeable combination,م ط ا ب ق ت   پ ذ ی ر,11,Hard
غیر مسابقتی,noncompetitive,not involving competition or competitiveness,غ ی ر   م س ا ب ق ت ی,11,Hard
شہر بھر میں,citywide,occurring or extending throughout a city,ش ہ ر   ب ھ ر   م ی ں,11,Hard
ملک بھر میں,countrywide,occurring or extending throughout a country or nation,م ل ک   ب ھ ر   م ی ں,11,Hard
ناقابل شکست,unfathomable,impossible to come to understand,ن ا ق ا ب ل   ش ک س ت,11,Hard
وسرت. منتشر,diffuse,spread out; not concentrated in one place,و س ر ت .   م ن ت ش ر,11,Hard
بینک کے قابل,bankable,acceptable to or at a bank,ب ی ن ک   ک ے   ق ا ب ل,12,Hard
ناقابل معافی,unobjectionable,not objectionable,ن ا ق ا ب ل   م ع ا ف ی,12,Hard
ناقابل رسائی,inaccessible,capable of being reached only with great difficulty or not at all,ن ا ق ا ب ل   ر س ا ئ ی,12,Hard
سطح پر متحرک,surface-active,capable of lowering the surface tension of a liquid; used especially of detergents,س ط ح   پ ر   م ت ح ر ک,12,Hard
ناقابل تسخیر,unadoptable,difficult to place in an adoptive home,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
امتیازی سلوک,discriminatory,manifesting partiality,ا م ت ی ا ز ی   س ل و ک,12,Hard
ناقابل تسخیر,unapprehensive,not recognizing or slow to recognize danger,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
سخت مار دینا,hard-hitting,aggressively and persistently persuasive,س خ ت   م ا ر   د ی ن ا,12,Hard
جنگلی آنکھوں,wild-eyed,appearing extremely agitated,ج ن گ ل ی   آ ن ک ھ و ں,12,Hard
اعصابی ریکنگ,nerve-racking,extremely irritating to the nerves,ا ع ص ا ب ی   ر ی ک ن گ,12,Hard
دوبارہ متحرک,reanimated,given fresh life or vigor or spirit,د و ب ا ر ہ   م ت ح ر ک,12,Hard
قابل ادائیگی,repayable,subject to repayment,ق ا ب ل   ا د ا ئ ی گ ی,12,Hard
ناقابل تلافی,irresistible,overpoweringly attractive,ن ا ق ا ب ل   ت ل ا ف ی,12,Hard
ناقابل تسخیر,unattributable,not attributable,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
غیر حملہ آور,nonpregnant,not pregnant,غ ی ر   ح م ل ہ   آ و ر,12,Hard
ناقابل سماعت,inaudible,impossible to hear; imperceptible by the ear,ن ا ق ا ب ل   س م ا ع ت,12,Hard
خود تالا لگا,self-locking,locking automatically when closed,خ و د   ت ا ل ا   ل گ ا,12,Hard
پیچھے کی طرف,rearward,directed or moving toward the rear,پ ی چ ھ ے   ک ی   ط ر ف,12,Hard
پیچھے ہٹ گیا,retracted,drawn back and in,پ ی چ ھ ے   ہ ٹ   گ ی ا,12,Hard
اس کے باوجود,despiteful,showing malicious ill will and a desire to hurt; motivated by spite,ا س   ک ے   ب ا و ج و د,12,Hard
دوسرا بہترین,second-best,next to the best,د و س ر ا   ب ہ ت ر ی ن,12,Hard
بچے کا سامنا,baby-faced,having a youthful-looking face,ب چ ے   ک ا   س ا م ن ا,12,Hard
طویل عرصے تک,long-faced,having a face longer than the usual,ط و ی ل   ع ر ص ے   ت ک,12,Hard
حوصلہ افزائی,emboldened,made bold or courageous,ح و ص ل ہ   ا ف ز ا ئ ی,12,Hard
غیر تسلی بخش,untethered,not confined or restricted with a tether,غ ی ر   ت س ل ی   ب خ ش,12,Hard
چاند کے بغیر,moonless,without a moon or a visible moon,چ ا ن د   ک ے   ب غ ی ر,12,Hard
زمین کے نیچے,belowground,underneath the ground,ز م ی ن   ک ے   ن ی چ ے,12,Hard
مطمئن ہو جاؤ,bonelike,resembling bone,م ط م ئ ن   ہ و   ج ا ؤ,12,Hard
بٹن نیچے کرو,button-down,of a shirt; having the ends of the collar fastened down by buttons,ب ٹ ن   ن ی چ ے   ک ر و,12,Hard
سرمایہ داران,capitalistic,favoring or practicing capitalism,س ر م ا ی ہ   د ا ر ا ن,12,Hard
ناقابل تسخیر,incalculable,not capable of being computed or enumerated,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
ناقابل تسخیر,incomputable,beyond calculation or measure,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
ناقابل معافی,indeterminable,incapable of being definitely ascertained,ن ا ق ا ب ل   م ع ا ف ی,12,Hard
کھلی ہوئی دم,scaly-tailed,having a scaly tail,ک ھ ل ی   ہ و ئ ی   د م,12,Hard
پت leaf ی ہم,leafy-stemmed,having a leafy stem,پ ت   l e a f   ی   ہ م,12,Hard
درمیانی درجے,middlemost,being in the exact middle,د ر م ی ا ن ی   د ر ج ے,12,Hard
اندرونی ترقی,inward-developing,"toward an axis, as in a sunflower; the oldest flowers are near the edge, the youngest in the center",ا ن د ر و ن ی   ت ر ق ی,12,Hard
اندرونی حرکت,inward-moving,"moving or directed toward the center or axis, especially when spinning or traveling in a curve",ا ن د ر و ن ی   ح ر ک ت,12,Hard
ناقابل تردید,indisputable,impossible to doubt or dispute,ن ا ق ا ب ل   ت ر د ی د,12,Hard
ناقابل تلافی,unpreventable,not preventable,ن ا ق ا ب ل   ت ل ا ف ی,12,Hard
الٹا جا سکنا,reversible,capable of assuming or producing either of two states,ا ل ٹ ا   ج ا   س ک ن ا,12,Hard
ناقابل تلافی,unalterable,of a sentence; that cannot be changed,ن ا ق ا ب ل   ت ل ا ف ی,12,Hard
نظر ثانی شدہ,revised,improved or brought up to date,ن ظ ر   ث ا ن ی   ش د ہ,12,Hard
ناقابل تسخیر,uncharitable,lacking love and generosity; - Charles Reade,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
کانسی سے سرخ,bronze-red,of red tinged with bronze,ک ا ن س ی   س ے   س ر خ,12,Hard
گلابی رنگ کے,pink-purple,of purple tinged with pink,گ ل ا ب ی   ر ن گ   ک ے,12,Hard
ارغوانی نیلے,purple-blue,of blue tinged with purple,ا ر غ و ا ن ی   ن ی ل ے,12,Hard
ارغوانی لیلک,purple-lilac,of lavender tinged with purple,ا ر غ و ا ن ی   ل ی ل ک,12,Hard
چاندی کا سبز,silver-green,of something having a color that is a light shiny green,چ ا ن د ی   ک ا   س ب ز,12,Hard
ارغوانی سفید,purple-white,of white tinged with purple,ا ر غ و ا ن ی   س ف ی د,12,Hard
غیر تسلی بخش,unsaturated,(of color) not chromatically pure; diluted,غ ی ر   ت س ل ی   ب خ ش,12,Hard
زیتون کا رنگ,olive-colored,having the color of green olives,ز ی ت و ن   ک ا   ر ن گ,12,Hard
سنتری کا رنگ,orange-colored,having the color of ripe oranges,س ن ت ر ی   ک ا   ر ن گ,12,Hard
زنگ آلود رنگ,rust-colored,having the brown color of rust,ز ن گ   آ ل و د   ر ن گ,12,Hard
چاندی کا رنگ,silver-colored,having the color of polished silver,چ ا ن د ی   ک ا   ر ن گ,12,Hard
بھوسے کا رنگ,straw-colored,having the color of dry straw,ب ھ و س ے   ک ا   ر ن گ,12,Hard
غیر کرسٹینلی,unchristianly,not becoming to or like a Christian,غ ی ر   ک ر س ٹ ی ن ل ی,12,Hard
اعلی درجے کی,advanced,(of societies) highly developed especially in technology or industry,ا ع ل ی   د ر ج ے   ک ی,12,Hard
انتہائی خفیہ,top-secret,the highest official level of classification of documents,ا ن ت ہ ا ئ ی   خ ف ی ہ,12,Hard
غیر تسلی بخش,unsparing,not forbearing; ruthless,غ ی ر   ت س ل ی   ب خ ش,12,Hard
یوکیل کی طرح,yokel-like,stupid and ignorant like proverbial rural inhabitants,ی و ک ی ل   ک ی   ط ر ح,12,Hard
کپڑے کے بغیر,clothesless,possessing no clothing,ک پ ڑ ے   ک ے   ب غ ی ر,12,Hard
گرنے کے قابل,collapsible,capable of collapsing or being collapsed,گ ر ن ے   ک ے   ق ا ب ل,12,Hard
علیحدگی پسند,separative,(of a word) referring singly and without exception to the members of a group,ع ل ی ح د گ ی   پ س ن د,12,Hard
تشہیر کی گئی,publicized,made known; especially made widely known,ت ش ہ ی ر   ک ی   گ ئ ی,12,Hard
ناقابل تسخیر,unpublishable,not suitable for publication,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
ناقابل تلافی,unreportable,(of income) not reportable; not required by law to be reported,ن ا ق ا ب ل   ت ل ا ف ی,12,Hard
نہ جلنے والا,nonflammable,impossible to ignite,ن ہ   ج ل ن ے   و ا ل ا,12,Hard
ناقابل تسخیر,unpronounceable,very difficult to pronounce correctly,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
قریب سے بھرے,close-packed,packed especially tightly,ق ر ی ب   س ے   ب ھ ر ے,12,Hard
ناقابل تسخیر,immiscible,"(chemistry, physics) incapable of mixing",ن ا ق ا ب ل   ت س خ ی ر,12,Hard
ورک مین لائک,workmanlike,worthy of a good workman,و ر ک   م ی ن   ل ا ئ ک,12,Hard
ناقابل تسخیر,incompressible,incapable of being compressed; resisting compression,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
خود پر مشتمل,self-contained,constituting a complete and independent unit in and of itself,خ و د   پ ر   م ش ت م ل,12,Hard
ناقابل تسخیر,imperturbable,not easily perturbed or excited or upset; marked by extreme calm and composure,ن ا ق ا ب ل   ت س خ ی ر,12,Hard
سمجھ سے باہر,incomprehensible,difficult to understand; - A. Einstein,س م ج ھ   س ے   ب ا ہ ر,12,Hard
ناقابل تلافی,impenetrable,impossible to understand,ن ا ق ا ب ل   ت ل ا ف ی,12,Hard
پھیلا ہوا ہے,diffused,(of light rays) subjected to scattering by reflection from a rough surface or transmission through a translucent material,پ ھ ی ل ا   ہ و ا   ہ ے,12,Hard
فرض کرنے والا,assumptive,accepted as real or true without proof,ف ر ض   ک ر ن ے   و ا ل ا,13,Hard
غیر تسلیم شدہ,unrecognized,not recognized,غ ی ر   ت س ل ی م   ش د ہ,13,Hard
ناقابل برداشت,indolent,"(of tumors, e.g.) slow to heal or develop and usually painless",ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
سمجھا جاتا ہے,considered,carefully weighed,س م ج ھ ا   ج ا ت ا   ہ ے,13,Hard
ناقابل برداشت,inalienable,incapable of being repudiated or transferred to another,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
ناقابل منتقلی,nontransferable,incapable of being transferred,ن ا ق ا ب ل   م ن ت ق ل ی,13,Hard
پھانسی دی گئی,executed,put to death as punishment,پ ھ ا ن س ی   د ی   گ ئ ی,13,Hard
پہلے سے موجود,preexistent,existing previously or before something,پ ہ ل ے   س ے   م و ج و د,13,Hard
یکے بعد دیگرے,back-to-back,one after the other,ی ک ے   ب ع د   د ی گ ر ے,13,Hard
بعد از پیدائش,postnatal,occurring immediately after birth,ب ع د   ا ز   پ ی د ا ئ ش,13,Hard
مزہ خراب کرنا,off-putting,tending to repel; - Elizabeth Hess,م ز ہ   خ ر ا ب   ک ر ن ا,13,Hard
غیر تسلیم شدہ,unaccredited,lacking official approval,غ ی ر   ت س ل ی م   ش د ہ,13,Hard
بالوں کے بغیر,hairless,having no hair or fur,ب ا ل و ں   ک ے   ب غ ی ر,13,Hard
برائے مہربانی,kindly,pleasant and agreeable,ب ر ا ئ ے   م ہ ر ب ا ن ی,13,Hard
تین کونے والا,three-cornered,involving a group or set of three,ت ی ن   ک و ن ے   و ا ل ا,13,Hard
افریقی امریکی,African-American,pertaining to or characteristic of Americans of African ancestry,ا ف ر ی ق ی   ا م ر ی ک ی,13,Hard
نچلے مڈل کلاس,lower-middle-class,occupying the lower part of the middle socioeconomic range in a society,ن چ ل ے   م ڈ ل   ک ل ا س,13,Hard
سورج کی روشنی,sunlit,lighted by sunlight; ; - Wallace Stegner,س و ر ج   ک ی   ر و ش ن ی,13,Hard
ناقابل برداشت,unbridgeable,not bridgeable,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
ٹوٹا ہوا فیلڈ,broken-field,varying in direction suddenly and frequently,ٹ و ٹ ا   ہ و ا   ف ی ل ڈ,13,Hard
انفرادیت پسند,individualistic,with minimally restricted freedom in commerce,ا ن ف ر ا د ی ت   پ س ن د,13,Hard
زیادہ نگہداشت,overcareful,excessively or unduly careful,ز ی ا د ہ   ن گ ہ د ا ش ت,13,Hard
دم کے سائز کا,tail-shaped,shaped like the tail of an animal,د م   ک ے   س ا ئ ز   ک ا,13,Hard
موٹی تنے ہوئے,thick-stemmed,having a thick stem,م و ٹ ی   ت ن ے   ہ و ئ ے,13,Hard
غیر معینہ مدت,indefinite,not decided or not known,غ ی ر   م ع ی ن ہ   م د ت,13,Hard
تصدیق کے قابل,certifiable,capable of being guaranteed or certified,ت ص د ی ق   ک ے   ق ا ب ل,13,Hard
غیر تصدیق شدہ,uncertified,lacking requisite official documentation or endorsement,غ ی ر   ت ص د ی ق   ش د ہ,13,Hard
ناقابل برداشت,ineluctable,impossible to avoid or evade,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
کھلے سرے والا,open-ended,allowing for future changes or revisions,ک ھ ل ے   س ر ے   و ا ل ا,13,Hard
فوری خشک کرنا,quick-drying,of a liquid substance that dries quickly,ف و ر ی   خ ش ک   ک ر ن ا,13,Hard
ناقابل برداشت,incommutable,not subject to alteration or change,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
ناقابل برداشت,inconvertible,not capable of being changed into something else,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
بھوری رنگ سبز,brown-green,of green tinged with brown,ب ھ و ر ی   ر ن گ   س ب ز,13,Hard
بھوری رنگ سبز,grey-green,of green tinged with grey,ب ھ و ر ی   ر ن گ   س ب ز,13,Hard
ارغوانی بھوری,purple-brown,of brown tinged with purple,ا ر غ و ا ن ی   ب ھ و ر ی,13,Hard
چاندی کا نیلا,silver-blue,of something having a color that is a light shiny blue,چ ا ن د ی   ک ا   ن ی ل ا,13,Hard
سلفر پیلے رنگ,sulfur-yellow,of something having the yellow color of sulfur,س ل ف ر   پ ی ل ے   ر ن گ,13,Hard
کوئلے کی سیاہ,coal-black,of the blackest black; similar to the color of jet or coal,ک و ئ ل ے   ک ی   س ی ا ہ,13,Hard
سبز بھوری رنگ,greenish-grey,of grey tinged with green,س ب ز   ب ھ و ر ی   ر ن گ,13,Hard
سرخ بھوری رنگ,red-grey,of grey tinged with red,س ر خ   ب ھ و ر ی   ر ن گ,13,Hard
چاندی کا سفید,silver-white,of a white that resembles silver,چ ا ن د ی   ک ا   س ف ی د,13,Hard
غیر رکھے ہوئے,unstained,not stained,غ ی ر   ر ک ھ ے   ہ و ئ ے,13,Hard
علاج نہیں کیا,untreated,(of a specimen for study under a microscope) not treated with a reagent or dye,ع ل ا ج   ن ہ ی ں   ک ی ا,13,Hard
غیر درجہ بندی,uncategorized,not categorized or sorted,غ ی ر   د ر ج ہ   ب ن د ی,13,Hard
دور دور رکھنا,spaced-out,confused or disoriented as if intoxicated through taking a drug,د و ر   د و ر   ر ک ھ ن ا,13,Hard
بند کریں بننا,close-knit,held together as by social or cultural ties,ب ن د   ک ر ی ں   ب ن ن ا,13,Hard
اشاعت کے قابل,publishable,suitable for publication,ا ش ا ع ت   ک ے   ق ا ب ل,13,Hard
قابل اطلاع ہے,reportable,meriting report,ق ا ب ل   ا ط ل ا ع   ہ ے,13,Hard
جلانے کے قابل,burnable,capable of burning,ج ل ا ن ے   ک ے   ق ا ب ل,13,Hard
کوئی بھی نہیں,nonexplosive,not explosive,ک و ئ ی   ب ھ ی   ن ہ ی ں,13,Hard
ناقابل برداشت,incommensurable,not having a common factor,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
راستے سے باہر,out-of-the-way,out of the ordinary,ر ا س ت ے   س ے   ب ا ہ ر,13,Hard
انفرادیت پسند,individualist,marked by or expressing individuality,ا ن ف ر ا د ی ت   پ س ن د,13,Hard
انگریزی بولنے,English-speaking,able to communicate in English,ا ن گ ر ی ز ی   ب و ل ن ے,13,Hard
کمر کی لمبائی,waist-length,(of clothing) extending only to the waist,ک م ر   ک ی   ل م ب ا ئ ی,13,Hard
کوئی بھی نہیں,all-or-none,occurring completely or not occurring at all,ک و ئ ی   ب ھ ی   ن ہ ی ں,13,Hard
اسکول بھر میں,schoolwide,occurring or extending throughout a school,ا س ک و ل   ب ھ ر   م ی ں,13,Hard
ریاست بھر میں,statewide,occurring or extending throughout a state,ر ی ا س ت   ب ھ ر   م ی ں,13,Hard
ناقابل برداشت,indecipherable,impossible to determine the meaning of,ن ا ق ا ب ل   ب ر د ا ش ت,13,Hard
وافر مقدار میں,abundant,present in great quantity,و ا ف ر   م ق د ا ر   م ی ں,14,Hard
ممکنہ، استعداد,potential,existing in possibility,م م ک ن ہ ،   ا س ت ع د ا د,14,Hard
شامل کرنے والا,addable,capable of being added or added to,ش ا م ل   ک ر ن ے   و ا ل ا,14,Hard
ناقابل استعمال,inadvisable,not prudent or wise; not recommended,ن ا ق ا ب ل   ا س ت ع م ا ل,14,Hard
تمہارے جہرے پر,in-your-face,blatantly aggressive,ت م ہ ا ر ے   ج ہ ر ے   پ ر,14,Hard
غیر گفت و شنید,non-negotiable,cannot be bought or sold,غ ی ر   گ ف ت   و   ش ن ی د,14,Hard
تخلصپوسٹ مارٹم,pseudonymous,bearing or identified by an assumed (often pen) name,ت خ ل ص پ و س ٹ   م ا ر ٹ م,14,Hard
پیدائش سے پہلے,prenatal,occurring or existing before birth,پ ی د ا ئ ش   س ے   پ ہ ل ے,14,Hard
مسترد کردیں گے,malapropos,of an inappropriate or incorrectly applied nature,م س ت ر د   ک ر د ی ں   گ ے,14,Hard
تقریر سے نوازا,speech-endowed,capable of speech,ت ق ر ی ر   س ے   ن و ا ز ا,14,Hard
سردی لگ رہی ہے,chilling,provoking fear terror,س ر د ی   ل گ   ر ہ ی   ہ ے,14,Hard
کم حمایت یافتہ,low-backed,having a low back,ک م   ح م ا ی ت   ی ا ف ت ہ,14,Hard
تلاش کر رہا ہے,regardant,looking backward,ت ل ا ش   ک ر   ر ہ ا   ہ ے,14,Hard
نرم بالوں والی,soft-haired,having soft hair,ن ر م   ب ا ل و ں   و ا ل ی,14,Hard
سخت بالوں والی,stiff-haired,having stiff hair,س خ ت   ب ا ل و ں   و ا ل ی,14,Hard
تار بالوں والی,wire-haired,(especially of dogs) having stiff wiry hair,ت ا ر   ب ا ل و ں   و ا ل ی,14,Hard
بدی نظر آتی ہے,evil-looking,having an evil appearance,ب د ی   ن ظ ر   آ ت ی   ہ ے,14,Hard
بدنیتی پر مبنی,malicious,having the nature of or resulting from malice; ; - Rudyard Kipling,ب د ن ی ت ی   پ ر   م ب ن ی,14,Hard
زیادہ سے زیادہ,optimum,most desirable possible under a restriction expressed or implied,ز ی ا د ہ   س ے   ز ی ا د ہ,14,Hard
